Source	Source_label	Target	Target_label	Based_on_page	Type	Kind	Holy_table_timestamp	Generator_version	Validity	Validity_certainty	Validity_note	Validation_manual_or_automated	Human_editor	Human_timestamp	Validator_editor	Validator_timestamp	Warning
816	Vital Guilabert	819	Guillemette Guilabert	587	Undirected												
816	Vital Guilabert	1203	Sereine Pellicier	587	Undirected												
816	Vital Guilabert	1441	Pierre Sans	587	Undirected												
818	Pierre Guilabert	819	Guillemette Guilabert	587	Undirected												
818	Pierre Guilabert	1203	Sereine Pellicier	587	Undirected												
818	Pierre Guilabert	1441	Pierre Sans	587	Undirected												
819	Guillemette Guilabert	1203	Sereine Pellicier	587	Undirected												
819	Guillemette Guilabert	1441	Pierre Sans	587	Undirected												
1203	Sereine Pellicier	1441	Pierre Sans	587	Undirected												
104	Guillemette Artigues	498	Raimonde Déjean	589	Undirected												
104	Guillemette Artigues	864	Grazide Guiraud	589	Undirected												
104	Guillemette Artigues	1128	Guillaume Monge	589	Undirected												
104	Guillemette Artigues	1254	Pierre Raimond de Pontgibaud	589	Undirected												
104	Guillemette Artigues	1441	Pierre Sans	589	Undirected												
104	Guillemette Artigues	1596	Arnaud Vidal	589	Undirected												
104	Guillemette Artigues	1597	Jeanne Vidal	589	Undirected												
498	Raimonde Déjean	864	Grazide Guiraud	589	Undirected												
498	Raimonde Déjean	1128	Guillaume Monge	589	Undirected												
498	Raimonde Déjean	1254	Pierre Raimond de Pontgibaud	589	Undirected												
498	Raimonde Déjean	1441	Pierre Sans	589	Undirected												
498	Raimonde Déjean	1596	Arnaud Vidal	589	Undirected												
498	Raimonde Déjean	1597	Jeanne Vidal	589	Undirected												
864	Grazide Guiraud	1128	Guillaume Monge	589	Undirected												
864	Grazide Guiraud	1254	Pierre Raimond de Pontgibaud	589	Undirected												
864	Grazide Guiraud	1441	Pierre Sans	589	Undirected												
864	Grazide Guiraud	1596	Arnaud Vidal	589	Undirected												
864	Grazide Guiraud	1597	Jeanne Vidal	589	Undirected												
1128	Guillaume Monge	1254	Pierre Raimond de Pontgibaud	589	Undirected												
1128	Guillaume Monge	1441	Pierre Sans	589	Undirected												
1128	Guillaume Monge	1596	Arnaud Vidal	589	Undirected												
1128	Guillaume Monge	1597	Jeanne Vidal	589	Undirected												
1254	Pierre Raimond de Pontgibaud	1441	Pierre Sans	589	Undirected												
1254	Pierre Raimond de Pontgibaud	1596	Arnaud Vidal	589	Undirected												
1254	Pierre Raimond de Pontgibaud	1597	Jeanne Vidal	589	Undirected												
1441	Pierre Sans	1596	Arnaud Vidal	589	Undirected												
1441	Pierre Sans	1597	Jeanne Vidal	589	Undirected												
1596	Arnaud Vidal	1597	Jeanne Vidal	589	Undirected												
105	Arnaud Artigues	139	Pierre Autier	591	Undirected												
105	Arnaud Artigues	498	Raimonde Déjean	591	Undirected												
105	Arnaud Artigues	879	Ponce Hugou	591	Undirected												
105	Arnaud Artigues	880	Brune Hugou	591	Undirected												
105	Arnaud Artigues	881	Lombarde Hugou	591	Undirected												
105	Arnaud Artigues	1207	Amiel de Perles	591	Undirected												
105	Arnaud Artigues	1441	Pierre Sans	591	Undirected												
139	Pierre Autier	498	Raimonde Déjean	591	Undirected												
139	Pierre Autier	879	Ponce Hugou	591	Undirected												
139	Pierre Autier	880	Brune Hugou	591	Undirected												
139	Pierre Autier	881	Lombarde Hugou	591	Undirected												
139	Pierre Autier	1207	Amiel de Perles	591	Undirected												
139	Pierre Autier	1441	Pierre Sans	591	Undirected												
498	Raimonde Déjean	879	Ponce Hugou	591	Undirected												
498	Raimonde Déjean	880	Brune Hugou	591	Undirected												
498	Raimonde Déjean	881	Lombarde Hugou	591	Undirected												
498	Raimonde Déjean	1207	Amiel de Perles	591	Undirected												
498	Raimonde Déjean	1441	Pierre Sans	591	Undirected												
879	Ponce Hugou	880	Brune Hugou	591	Undirected												
879	Ponce Hugou	881	Lombarde Hugou	591	Undirected												
879	Ponce Hugou	1207	Amiel de Perles	591	Undirected												
879	Ponce Hugou	1441	Pierre Sans	591	Undirected												
880	Brune Hugou	881	Lombarde Hugou	591	Undirected												
880	Brune Hugou	1207	Amiel de Perles	591	Undirected												
880	Brune Hugou	1441	Pierre Sans	591	Undirected												
881	Lombarde Hugou	1207	Amiel de Perles	591	Undirected												
881	Lombarde Hugou	1441	Pierre Sans	591	Undirected												
1207	Amiel de Perles	1441	Pierre Sans	591	Undirected												
38	Guillaume Aliguier	44	Pierre Aliguier	593	Undirected												
38	Guillaume Aliguier	139	Pierre Autier	593	Undirected												
38	Guillaume Aliguier	140	Jacques Autier	593	Undirected												
38	Guillaume Aliguier	143	Guillaume Autier	593	Undirected												
38	Guillaume Aliguier	360	Jean Capus	593	Undirected												
38	Guillaume Aliguier	362	Bonet Capus	593	Undirected												
38	Guillaume Aliguier	879	Ponce Hugou	593	Undirected												
38	Guillaume Aliguier	883	Bernard Hugou	593	Undirected												
38	Guillaume Aliguier	885	Guillemette Hugou	593	Undirected												
38	Guillaume Aliguier	1207	Amiel de Perles	593	Undirected												
38	Guillaume Aliguier	1273	André de Prades	593	Undirected												
38	Guillaume Aliguier	1451	Pierre Raimond Sartre	593	Undirected												
44	Pierre Aliguier	139	Pierre Autier	593	Undirected												
44	Pierre Aliguier	140	Jacques Autier	593	Undirected												
44	Pierre Aliguier	143	Guillaume Autier	593	Undirected												
44	Pierre Aliguier	360	Jean Capus	593	Undirected												
44	Pierre Aliguier	362	Bonet Capus	593	Undirected												
44	Pierre Aliguier	879	Ponce Hugou	593	Undirected												
44	Pierre Aliguier	883	Bernard Hugou	593	Undirected												
44	Pierre Aliguier	885	Guillemette Hugou	593	Undirected												
44	Pierre Aliguier	1207	Amiel de Perles	593	Undirected												
44	Pierre Aliguier	1273	André de Prades	593	Undirected												
44	Pierre Aliguier	1451	Pierre Raimond Sartre	593	Undirected												
139	Pierre Autier	140	Jacques Autier	593	Undirected												
139	Pierre Autier	143	Guillaume Autier	593	Undirected												
139	Pierre Autier	360	Jean Capus	593	Undirected												
139	Pierre Autier	362	Bonet Capus	593	Undirected												
139	Pierre Autier	879	Ponce Hugou	593	Undirected												
139	Pierre Autier	883	Bernard Hugou	593	Undirected												
139	Pierre Autier	885	Guillemette Hugou	593	Undirected												
139	Pierre Autier	1207	Amiel de Perles	593	Undirected												
139	Pierre Autier	1273	André de Prades	593	Undirected												
139	Pierre Autier	1451	Pierre Raimond Sartre	593	Undirected												
140	Jacques Autier	143	Guillaume Autier	593	Undirected												
140	Jacques Autier	360	Jean Capus	593	Undirected												
140	Jacques Autier	362	Bonet Capus	593	Undirected												
140	Jacques Autier	879	Ponce Hugou	593	Undirected												
140	Jacques Autier	883	Bernard Hugou	593	Undirected												
140	Jacques Autier	885	Guillemette Hugou	593	Undirected												
140	Jacques Autier	1207	Amiel de Perles	593	Undirected												
140	Jacques Autier	1273	André de Prades	593	Undirected												
140	Jacques Autier	1451	Pierre Raimond Sartre	593	Undirected												
143	Guillaume Autier	360	Jean Capus	593	Undirected												
143	Guillaume Autier	362	Bonet Capus	593	Undirected												
143	Guillaume Autier	879	Ponce Hugou	593	Undirected												
143	Guillaume Autier	883	Bernard Hugou	593	Undirected												
143	Guillaume Autier	885	Guillemette Hugou	593	Undirected												
143	Guillaume Autier	1207	Amiel de Perles	593	Undirected												
143	Guillaume Autier	1273	André de Prades	593	Undirected												
143	Guillaume Autier	1451	Pierre Raimond Sartre	593	Undirected												
360	Jean Capus	362	Bonet Capus	593	Undirected												
360	Jean Capus	879	Ponce Hugou	593	Undirected												
360	Jean Capus	883	Bernard Hugou	593	Undirected												
360	Jean Capus	885	Guillemette Hugou	593	Undirected												
360	Jean Capus	1207	Amiel de Perles	593	Undirected												
360	Jean Capus	1273	André de Prades	593	Undirected												
360	Jean Capus	1451	Pierre Raimond Sartre	593	Undirected												
362	Bonet Capus	879	Ponce Hugou	593	Undirected												
362	Bonet Capus	883	Bernard Hugou	593	Undirected												
362	Bonet Capus	885	Guillemette Hugou	593	Undirected												
362	Bonet Capus	1207	Amiel de Perles	593	Undirected												
362	Bonet Capus	1273	André de Prades	593	Undirected												
362	Bonet Capus	1451	Pierre Raimond Sartre	593	Undirected												
879	Ponce Hugou	883	Bernard Hugou	593	Undirected												
879	Ponce Hugou	885	Guillemette Hugou	593	Undirected												
879	Ponce Hugou	1207	Amiel de Perles	593	Undirected												
879	Ponce Hugou	1273	André de Prades	593	Undirected												
879	Ponce Hugou	1451	Pierre Raimond Sartre	593	Undirected												
883	Bernard Hugou	885	Guillemette Hugou	593	Undirected												
883	Bernard Hugou	1207	Amiel de Perles	593	Undirected												
883	Bernard Hugou	1273	André de Prades	593	Undirected												
883	Bernard Hugou	1451	Pierre Raimond Sartre	593	Undirected												
885	Guillemette Hugou	1207	Amiel de Perles	593	Undirected												
885	Guillemette Hugou	1273	André de Prades	593	Undirected												
885	Guillemette Hugou	1451	Pierre Raimond Sartre	593	Undirected												
1207	Amiel de Perles	1273	André de Prades	593	Undirected												
1207	Amiel de Perles	1451	Pierre Raimond Sartre	593	Undirected												
1273	André de Prades	1451	Pierre Raimond Sartre	593	Undirected												
136	Durand Auroux	138	Pierre Auroux	595	Undirected												
136	Durand Auroux	139	Pierre Autier	595	Undirected												
136	Durand Auroux	140	Jacques Autier	595	Undirected												
136	Durand Auroux	1086	Arnaud Mercadier	595	Undirected												
136	Durand Auroux	1087	Jacques Mercadier	595	Undirected												
136	Durand Auroux	1094	Jean Mercadier	595	Undirected												
136	Durand Auroux	1128	Guillaume Monge	595	Undirected												
136	Durand Auroux	1220	Baragnone Peyre	595	Undirected												
136	Durand Auroux	1441	Pierre Sans	595	Undirected												
136	Durand Auroux	1444	Vital Sans	595	Undirected												
138	Pierre Auroux	139	Pierre Autier	595	Undirected												
138	Pierre Auroux	140	Jacques Autier	595	Undirected												
138	Pierre Auroux	1086	Arnaud Mercadier	595	Undirected												
138	Pierre Auroux	1087	Jacques Mercadier	595	Undirected												
138	Pierre Auroux	1094	Jean Mercadier	595	Undirected												
138	Pierre Auroux	1128	Guillaume Monge	595	Undirected												
138	Pierre Auroux	1220	Baragnone Peyre	595	Undirected												
138	Pierre Auroux	1441	Pierre Sans	595	Undirected												
138	Pierre Auroux	1444	Vital Sans	595	Undirected												
139	Pierre Autier	140	Jacques Autier	595	Undirected												
139	Pierre Autier	1086	Arnaud Mercadier	595	Undirected												
139	Pierre Autier	1087	Jacques Mercadier	595	Undirected												
139	Pierre Autier	1094	Jean Mercadier	595	Undirected												
139	Pierre Autier	1128	Guillaume Monge	595	Undirected												
139	Pierre Autier	1220	Baragnone Peyre	595	Undirected												
139	Pierre Autier	1441	Pierre Sans	595	Undirected												
139	Pierre Autier	1444	Vital Sans	595	Undirected												
140	Jacques Autier	1086	Arnaud Mercadier	595	Undirected												
140	Jacques Autier	1087	Jacques Mercadier	595	Undirected												
140	Jacques Autier	1094	Jean Mercadier	595	Undirected												
140	Jacques Autier	1128	Guillaume Monge	595	Undirected												
140	Jacques Autier	1220	Baragnone Peyre	595	Undirected												
140	Jacques Autier	1441	Pierre Sans	595	Undirected				incorrect here but appears elsewhere	y	p. 880	m					
140	Jacques Autier	1444	Vital Sans	595	Undirected												
1086	Arnaud Mercadier	1087	Jacques Mercadier	595	Undirected												
1086	Arnaud Mercadier	1094	Jean Mercadier	595	Undirected												
1086	Arnaud Mercadier	1128	Guillaume Monge	595	Undirected												
1086	Arnaud Mercadier	1220	Baragnone Peyre	595	Undirected												
1086	Arnaud Mercadier	1441	Pierre Sans	595	Undirected												
1086	Arnaud Mercadier	1444	Vital Sans	595	Undirected												
1087	Jacques Mercadier	1094	Jean Mercadier	595	Undirected												
1087	Jacques Mercadier	1128	Guillaume Monge	595	Undirected												
1087	Jacques Mercadier	1220	Baragnone Peyre	595	Undirected												
1087	Jacques Mercadier	1441	Pierre Sans	595	Undirected												
1087	Jacques Mercadier	1444	Vital Sans	595	Undirected												
1094	Jean Mercadier	1128	Guillaume Monge	595	Undirected												
1094	Jean Mercadier	1220	Baragnone Peyre	595	Undirected												
1094	Jean Mercadier	1441	Pierre Sans	595	Undirected												
1094	Jean Mercadier	1444	Vital Sans	595	Undirected												
1128	Guillaume Monge	1220	Baragnone Peyre	595	Undirected												
1128	Guillaume Monge	1441	Pierre Sans	595	Undirected												
1128	Guillaume Monge	1444	Vital Sans	595	Undirected												
1220	Baragnone Peyre	1441	Pierre Sans	595	Undirected												
1220	Baragnone Peyre	1444	Vital Sans	595	Undirected												
1441	Pierre Sans	1444	Vital Sans	595	Undirected												
136	Durand Auroux	137	Arnaud Auroux	597	Undirected												
136	Durand Auroux	834	Bernarde Guilhem	597	Undirected												
136	Durand Auroux	1128	Guillaume Monge	597	Undirected												
136	Durand Auroux	1129	Jeanne Monge	597	Undirected												
136	Durand Auroux	1441	Pierre Sans	597	Undirected												
136	Durand Auroux	1509	Bernard Teisseyre	597	Undirected												
137	Arnaud Auroux	834	Bernarde Guilhem	597	Undirected												
137	Arnaud Auroux	1128	Guillaume Monge	597	Undirected												
137	Arnaud Auroux	1129	Jeanne Monge	597	Undirected												
137	Arnaud Auroux	1441	Pierre Sans	597	Undirected												
137	Arnaud Auroux	1509	Bernard Teisseyre	597	Undirected												
834	Bernarde Guilhem	1128	Guillaume Monge	597	Undirected												
834	Bernarde Guilhem	1129	Jeanne Monge	597	Undirected												
834	Bernarde Guilhem	1441	Pierre Sans	597	Undirected												
834	Bernarde Guilhem	1509	Bernard Teisseyre	597	Undirected												
1128	Guillaume Monge	1129	Jeanne Monge	597	Undirected												
1128	Guillaume Monge	1441	Pierre Sans	597	Undirected												
1128	Guillaume Monge	1509	Bernard Teisseyre	597	Undirected												
1129	Jeanne Monge	1441	Pierre Sans	597	Undirected												
1129	Jeanne Monge	1509	Bernard Teisseyre	597	Undirected												
1441	Pierre Sans	1509	Bernard Teisseyre	597	Undirected												
139	Pierre Autier	177	Raimonde Barrière	599	Undirected												
139	Pierre Autier	251	Raimond Bertric	599	Undirected												
139	Pierre Autier	299	Bertrand Boué	599	Undirected												
139	Pierre Autier	1441	Pierre Sans	599	Undirected												
